District,Date,Rainfall_1Day,Rainfall_3Day,Rainfall_7Day,Rainfall_7Day_Avg
Coimbatore,2023-07-08,2.4,51.3,149.9,21.41
Coimbatore,2023-07-09,4.8,13.9,134.6,19.23
Coimbatore,2023-07-10,13.6,20.8,141.5,20.21
Coimbatore,2023-07-11,10.8,29.2,137.9,19.7
Coimbatore,2023-07-12,5.4,29.8,85.9,12.27
Coimbatore,2023-07-13,3.9,20.1,47.6,6.8
Coimbatore,2023-07-14,0.0,9.3,40.9,5.84
Coimbatore,2023-07-15,6.2,10.1,44.7,6.39
Coimbatore,2023-07-16,5.1,11.3,45.0,6.43
Coimbatore,2023-07-17,0.9,12.2,32.3,4.61
Coimbatore,2023-07-18,0.1,6.1,21.6,3.09
Coimbatore,2023-07-19,0.6,1.6,16.8,2.4
Coimbatore,2023-07-20,0.0,0.7,12.9,1.84
Coimbatore,2023-07-21,0.1,0.7,13.0,1.86
Coimbatore,2023-07-22,1.1,1.2,7.9,1.13
Coimbatore,2023-07-23,3.5,4.7,6.3,0.9
Coimbatore,2023-07-24,3.9,8.5,9.3,1.33
Coimbatore,2023-07-25,1.6,9.0,10.8,1.54
Coimbatore,2023-07-26,0.5,6.0,10.7,1.53
Coimbatore,2023-07-27,5.4,7.5,16.1,2.3
Coimbatore,2023-07-28,1.9,7.8,17.9,2.56
Coimbatore,2023-07-29,4.2,11.5,21.0,3.0
Coimbatore,2023-07-30,1.4,7.5,18.9,2.7
Coimbatore,2023-07-31,1.1,6.7,16.1,2.3
Coimbatore,2023-08-01,0.3,2.8,14.8,2.11
Coimbatore,2023-08-02,0.0,1.4,14.3,2.04
Coimbatore,2023-08-03,0.0,0.3,8.9,1.27
Coimbatore,2023-08-04,2.9,2.9,9.9,1.41
Coimbatore,2023-08-05,3.2,6.1,8.9,1.27
Coimbatore,2023-08-06,1.6,7.7,9.1,1.3
Coimbatore,2023-08-07,0.0,4.8,8.0,1.14
Coimbatore,2023-08-08,4.6,6.2,12.3,1.76
Coimbatore,2023-08-09,3.7,8.3,16.0,2.29
Coimbatore,2023-08-10,3.5,11.8,19.5,2.79
Coimbatore,2023-08-11,3.6,10.8,20.2,2.89
Coimbatore,2023-08-12,5.8,12.9,22.8,3.26
Coimbatore,2023-08-13,2.2,11.6,23.4,3.34
Coimbatore,2023-08-14,0.5,8.5,23.9,3.41
Coimbatore,2023-08-15,0.0,2.7,19.3,2.76
Coimbatore,2023-08-16,0.2,0.7,15.8,2.26
Coimbatore,2023-08-17,0.1,0.3,12.4,1.77
Coimbatore,2023-08-18,0.1,0.4,8.9,1.27
Coimbatore,2023-08-19,0.0,0.2,3.1,0.44
Coimbatore,2023-08-20,1.7,1.8,2.6,0.37
Coimbatore,2023-08-21,0.8,2.5,2.9,0.41
Coimbatore,2023-08-22,2.0,4.5,4.9,0.7
Coimbatore,2023-08-23,0.8,3.6,5.5,0.79
Coimbatore,2023-08-24,0.0,2.8,5.4,0.77
Coimbatore,2023-08-25,0.0,0.8,5.3,0.76
Coimbatore,2023-08-26,0.0,0.0,5.3,0.76
Coimbatore,2023-08-27,0.0,0.0,3.6,0.51
Coimbatore,2023-08-28,1.0,1.0,3.8,0.54
Coimbatore,2023-08-29,18.9,19.9,20.7,2.96
Coimbatore,2023-08-30,4.5,24.4,24.4,3.49
Coimbatore,2023-08-31,8.0,31.4,32.4,4.63
Coimbatore,2023-09-01,0.4,12.9,32.8,4.69
Coimbatore,2023-09-02,5.5,13.9,38.3,5.47
Coimbatore,2023-09-03,12.0,17.9,50.3,7.19
Coimbatore,2023-09-04,4.1,21.6,53.4,7.63
Coimbatore,2023-09-05,2.6,18.7,37.1,5.3
Coimbatore,2023-09-06,11.8,18.5,44.4,6.34
Coimbatore,2023-09-07,4.7,19.1,41.1,5.87
Coimbatore,2023-09-08,0.2,16.7,40.9,5.84
Coimbatore,2023-09-09,2.6,7.5,38.0,5.43
Coimbatore,2023-09-10,5.9,8.7,31.9,4.56
Coimbatore,2023-09-11,18.1,26.6,45.9,6.56
Coimbatore,2023-09-12,1.6,25.6,44.9,6.41
Coimbatore,2023-09-13,7.0,26.7,40.1,5.73
Coimbatore,2023-09-14,3.7,12.3,39.1,5.59
Coimbatore,2023-09-15,0.9,11.6,39.8,5.69
Coimbatore,2023-09-16,2.5,7.1,39.7,5.67
Coimbatore,2023-09-17,18.3,21.7,52.1,7.44
Coimbatore,2023-09-18,28.2,49.0,62.2,8.89
Coimbatore,2023-09-19,5.9,52.4,66.5,9.5
Coimbatore,2023-09-20,4.0,38.1,63.5,9.07
Coimbatore,2023-09-21,0.1,10.0,59.9,8.56
Coimbatore,2023-09-22,1.0,5.1,60.0,8.57
Coimbatore,2023-09-23,3.6,4.7,61.1,8.73
Coimbatore,2023-09-24,8.2,12.8,51.0,7.29
Coimbatore,2023-09-25,2.8,14.6,25.6,3.66
Coimbatore,2023-09-26,6.7,17.7,26.4,3.77
Coimbatore,2023-09-27,9.6,19.1,32.0,4.57
Coimbatore,2023-09-28,1.9,18.2,33.8,4.83
Coimbatore,2023-09-29,0.8,12.3,33.6,4.8
Coimbatore,2023-09-30,0.8,3.5,30.8,4.4
Coimbatore,2023-10-01,0.2,1.8,22.8,3.26
Coimbatore,2023-10-02,0.6,1.6,20.6,2.94
Coimbatore,2023-10-03,1.6,2.4,15.5,2.21
Coimbatore,2023-10-04,1.6,3.8,7.5,1.07
Coimbatore,2023-10-05,0.0,3.2,5.6,0.8
Coimbatore,2023-10-06,0.0,1.6,4.8,0.69
Coimbatore,2023-10-07,0.0,0.0,4.0,0.57
Coimbatore,2023-10-08,5.4,5.4,9.2,1.31
Coimbatore,2023-10-09,2.2,7.6,10.8,1.54
Coimbatore,2023-10-10,2.7,10.3,11.9,1.7
Coimbatore,2023-10-11,10.8,15.7,21.1,3.01
Coimbatore,2023-10-12,4.0,17.5,25.1,3.59
Coimbatore,2023-10-13,0.0,14.8,25.1,3.59
Coimbatore,2023-10-14,16.0,20.0,41.1,5.87
Coimbatore,2023-10-15,17.7,33.7,53.4,7.63
Coimbatore,2023-10-16,39.7,73.4,90.9,12.99
Coimbatore,2023-10-17,3.3,60.7,91.5,13.07
Coimbatore,2023-10-18,1.9,44.9,82.6,11.8
Coimbatore,2023-10-19,0.0,5.2,78.6,11.23
Coimbatore,2023-10-20,0.0,1.9,78.6,11.23
Coimbatore,2023-10-21,1.1,1.1,63.7,9.1
Coimbatore,2023-10-22,0.4,1.5,46.4,6.63
Coimbatore,2023-10-23,1.9,3.4,8.6,1.23
Coimbatore,2023-10-24,0.3,2.6,5.6,0.8
Coimbatore,2023-10-25,2.3,4.5,6.0,0.86
Coimbatore,2023-10-26,0.2,2.8,6.2,0.89
Coimbatore,2023-10-27,0.0,2.5,6.2,0.89
Coimbatore,2023-10-28,12.2,12.4,17.3,2.47
Coimbatore,2023-10-29,29.9,42.1,46.8,6.69
Coimbatore,2023-10-30,29.7,71.8,74.6,10.66
Coimbatore,2023-10-31,9.2,68.8,83.5,11.93
Coimbatore,2023-11-01,12.9,51.8,94.1,13.44
Coimbatore,2023-11-02,19.7,41.8,113.6,16.23
Coimbatore,2023-11-03,27.8,60.4,141.4,20.2
Coimbatore,2023-11-04,25.8,73.3,155.0,22.14
Coimbatore,2023-11-05,4.9,58.5,130.0,18.57
Coimbatore,2023-11-06,2.5,33.2,102.8,14.69
Coimbatore,2023-11-07,23.0,30.4,116.6,16.66
Coimbatore,2023-11-08,15.0,40.5,118.7,16.96
Coimbatore,2023-11-09,5.9,43.9,104.9,14.99
Coimbatore,2023-11-10,9.9,30.8,87.0,12.43
Coimbatore,2023-11-11,3.3,19.1,64.5,9.21
Coimbatore,2023-11-12,0.0,13.2,59.6,8.51
Coimbatore,2023-11-13,0.0,3.3,57.1,8.16
Coimbatore,2023-11-14,0.0,0.0,34.1,4.87
Coimbatore,2023-11-15,0.0,0.0,19.1,2.73
Coimbatore,2023-11-16,0.5,0.5,13.7,1.96
Coimbatore,2023-11-17,2.2,2.7,6.0,0.86
Coimbatore,2023-11-18,0.3,3.0,3.0,0.43
Coimbatore,2023-11-19,0.0,2.5,3.0,0.43
Coimbatore,2023-11-20,0.0,0.3,3.0,0.43
Coimbatore,2023-11-21,8.7,8.7,11.7,1.67
Coimbatore,2023-11-22,22.6,31.3,34.3,4.9
Coimbatore,2023-11-23,12.5,43.8,46.3,6.61
Coimbatore,2023-11-24,0.8,35.9,44.9,6.41
Coimbatore,2023-11-25,16.5,29.8,61.1,8.73
Coimbatore,2023-11-26,10.6,27.9,71.7,10.24
Coimbatore,2023-11-27,1.9,29.0,73.6,10.51
Coimbatore,2023-11-28,1.7,14.2,66.6,9.51
Coimbatore,2023-11-29,7.6,11.2,51.6,7.37
Coimbatore,2023-11-30,16.5,25.8,55.6,7.94
Coimbatore,2023-12-01,0.2,24.3,55.0,7.86
Coimbatore,2023-12-02,0.1,16.8,38.6,5.51
Coimbatore,2023-12-03,1.4,1.7,29.4,4.2
Coimbatore,2023-12-04,0.2,1.7,27.7,3.96
Coimbatore,2023-12-05,0.0,1.6,26.0,3.71
Coimbatore,2023-12-06,0.1,0.3,18.5,2.64
Coimbatore,2023-12-07,0.0,0.1,2.0,0.29
Coimbatore,2023-12-08,6.2,6.3,8.0,1.14
Coimbatore,2023-12-09,7.4,13.6,15.3,2.19
Coimbatore,2023-12-10,3.7,17.3,17.6,2.51
Coimbatore,2023-12-11,0.0,11.1,17.4,2.49
Coimbatore,2023-12-12,0.0,3.7,17.4,2.49
Coimbatore,2023-12-13,0.0,0.0,17.3,2.47
Coimbatore,2023-12-14,0.0,0.0,17.3,2.47
Coimbatore,2023-12-15,0.0,0.0,11.1,1.59
Coimbatore,2023-12-16,0.4,0.4,4.1,0.59
Coimbatore,2023-12-17,4.3,4.7,4.7,0.67
Coimbatore,2023-12-18,12.6,17.3,17.3,2.47
Coimbatore,2023-12-19,0.0,16.9,17.3,2.47
Coimbatore,2023-12-20,0.0,12.6,17.3,2.47
Coimbatore,2023-12-21,0.5,0.5,17.8,2.54
Coimbatore,2023-12-22,0.1,0.6,17.9,2.56
Coimbatore,2023-12-23,0.4,1.0,17.9,2.56
Coimbatore,2023-12-24,0.0,0.5,13.6,1.94
Coimbatore,2023-12-25,0.1,0.5,1.1,0.16
Coimbatore,2023-12-26,0.6,0.7,1.7,0.24
Coimbatore,2023-12-27,0.0,0.7,1.7,0.24
Coimbatore,2023-12-28,0.0,0.6,1.2,0.17
Coimbatore,2023-12-29,1.0,1.0,2.1,0.3
Coimbatore,2023-12-30,0.0,1.0,1.7,0.24
Coimbatore,2023-12-31,0.0,1.0,1.7,0.24
Coimbatore,2024-01-01,0.0,0.0,1.6,0.23
Coimbatore,2024-01-02,0.0,0.0,1.0,0.14
Coimbatore,2024-01-03,0.3,0.3,1.3,0.19
Coimbatore,2024-01-04,3.1,3.4,4.4,0.63
Coimbatore,2024-01-05,5.8,9.2,9.2,1.31
Coimbatore,2024-01-06,15.3,24.2,24.5,3.5
Coimbatore,2024-01-07,4.0,25.1,28.5,4.07
Coimbatore,2024-01-08,6.7,26.0,35.2,5.03
Coimbatore,2024-01-09,14.9,25.6,50.1,7.16
Coimbatore,2024-01-10,2.2,23.8,52.0,7.43
Coimbatore,2024-01-11,0.0,17.1,48.9,6.99
Coimbatore,2024-01-12,0.0,2.2,43.1,6.16
Coimbatore,2024-01-13,0.0,0.0,27.8,3.97
Coimbatore,2024-01-14,0.0,0.0,23.8,3.4
Coimbatore,2024-01-15,0.0,0.0,17.1,2.44
Coimbatore,2024-01-16,0.0,0.0,2.2,0.31
Coimbatore,2024-01-17,0.0,0.0,0.0,0.0
Coimbatore,2024-01-18,0.0,0.0,0.0,0.0
Coimbatore,2024-01-19,0.6,0.6,0.6,0.09
Coimbatore,2024-01-20,0.2,0.8,0.8,0.11
Coimbatore,2024-01-21,0.0,0.8,0.8,0.11
Coimbatore,2024-01-22,0.0,0.2,0.8,0.11
Coimbatore,2024-01-23,0.0,0.0,0.8,0.11
Coimbatore,2024-01-24,0.0,0.0,0.8,0.11
Coimbatore,2024-01-25,0.0,0.0,0.8,0.11
Coimbatore,2024-01-26,0.0,0.0,0.2,0.03
Coimbatore,2024-01-27,0.0,0.0,0.0,0.0
Coimbatore,2024-01-28,0.0,0.0,0.0,0.0
Coimbatore,2024-01-29,0.7,0.7,0.7,0.1
Coimbatore,2024-01-30,0.0,0.7,0.7,0.1
Coimbatore,2024-01-31,0.1,0.8,0.8,0.11
Coimbatore,2024-02-01,0.0,0.1,0.8,0.11
Coimbatore,2024-02-02,0.2,0.3,1.0,0.14
Coimbatore,2024-02-03,0.1,0.3,1.1,0.16
Coimbatore,2024-02-04,0.1,0.4,1.2,0.17
Coimbatore,2024-02-05,0.0,0.2,0.5,0.07
Coimbatore,2024-02-06,0.0,0.1,0.5,0.07
Coimbatore,2024-02-07,0.0,0.0,0.4,0.06
Coimbatore,2024-02-08,0.0,0.0,0.4,0.06
Coimbatore,2024-02-09,0.0,0.0,0.2,0.03
Coimbatore,2024-02-10,0.0,0.0,0.1,0.01
Coimbatore,2024-02-11,0.0,0.0,0.0,0.0
Coimbatore,2024-02-12,0.0,0.0,0.0,0.0
Coimbatore,2024-02-13,0.0,0.0,0.0,0.0
Coimbatore,2024-02-14,0.0,0.0,0.0,0.0
Coimbatore,2024-02-15,0.0,0.0,0.0,0.0
Coimbatore,2024-02-16,0.0,0.0,0.0,0.0
Coimbatore,2024-02-17,0.0,0.0,0.0,0.0
Coimbatore,2024-02-18,0.0,0.0,0.0,0.0
Coimbatore,2024-02-19,0.0,0.0,0.0,0.0
Coimbatore,2024-02-20,0.0,0.0,0.0,0.0
Coimbatore,2024-02-21,0.0,0.0,0.0,0.0
Coimbatore,2024-02-22,0.1,0.1,0.1,0.01
Coimbatore,2024-02-23,0.0,0.1,0.1,0.01
Coimbatore,2024-02-24,0.0,0.1,0.1,0.01
Coimbatore,2024-02-25,0.2,0.2,0.3,0.04
Coimbatore,2024-02-26,0.0,0.2,0.3,0.04
Coimbatore,2024-02-27,0.0,0.2,0.3,0.04
Coimbatore,2024-02-28,0.0,0.0,0.3,0.04
Coimbatore,2024-02-29,0.0,0.0,0.2,0.03
Coimbatore,2024-03-01,0.0,0.0,0.2,0.03
Coimbatore,2024-03-02,0.0,0.0,0.2,0.03
Coimbatore,2024-03-03,0.0,0.0,0.0,0.0
Coimbatore,2024-03-04,0.0,0.0,0.0,0.0
Coimbatore,2024-03-05,0.0,0.0,0.0,0.0
Coimbatore,2024-03-06,0.0,0.0,0.0,0.0
Coimbatore,2024-03-07,0.0,0.0,0.0,0.0
Coimbatore,2024-03-08,0.0,0.0,0.0,0.0
Coimbatore,2024-03-09,0.0,0.0,0.0,0.0
Coimbatore,2024-03-10,0.0,0.0,0.0,0.0
Coimbatore,2024-03-11,0.0,0.0,0.0,0.0
Coimbatore,2024-03-12,0.0,0.0,0.0,0.0
Coimbatore,2024-03-13,0.0,0.0,0.0,0.0
Coimbatore,2024-03-14,0.0,0.0,0.0,0.0
Coimbatore,2024-03-15,0.0,0.0,0.0,0.0
Coimbatore,2024-03-16,0.2,0.2,0.2,0.03
Coimbatore,2024-03-17,0.0,0.2,0.2,0.03
Coimbatore,2024-03-18,0.0,0.2,0.2,0.03
Coimbatore,2024-03-19,0.0,0.0,0.2,0.03
Coimbatore,2024-03-20,0.0,0.0,0.2,0.03
Coimbatore,2024-03-21,0.4,0.4,0.6,0.09
Coimbatore,2024-03-22,0.3,0.7,0.9,0.13
Coimbatore,2024-03-23,0.0,0.7,0.7,0.1
Coimbatore,2024-03-24,0.0,0.3,0.7,0.1
Coimbatore,2024-03-25,0.0,0.0,0.7,0.1
Coimbatore,2024-03-26,0.0,0.0,0.7,0.1
Coimbatore,2024-03-27,0.0,0.0,0.7,0.1
Coimbatore,2024-03-28,0.0,0.0,0.3,0.04
Coimbatore,2024-03-29,0.0,0.0,0.0,0.0
Coimbatore,2024-03-30,0.0,0.0,0.0,0.0
Coimbatore,2024-03-31,0.0,0.0,0.0,0.0
Coimbatore,2024-04-01,0.0,0.0,0.0,0.0
Coimbatore,2024-04-02,0.0,0.0,0.0,0.0
Coimbatore,2024-04-03,0.0,0.0,0.0,0.0
Coimbatore,2024-04-04,0.0,0.0,0.0,0.0
Coimbatore,2024-04-05,0.0,0.0,0.0,0.0
Coimbatore,2024-04-06,0.0,0.0,0.0,0.0
Coimbatore,2024-04-07,0.0,0.0,0.0,0.0
Coimbatore,2024-04-08,0.0,0.0,0.0,0.0
Coimbatore,2024-04-09,0.0,0.0,0.0,0.0
Coimbatore,2024-04-10,0.0,0.0,0.0,0.0
Coimbatore,2024-04-11,0.0,0.0,0.0,0.0
Coimbatore,2024-04-12,13.5,13.5,13.5,1.93
Coimbatore,2024-04-13,0.6,14.1,14.1,2.01
Coimbatore,2024-04-14,0.3,14.4,14.4,2.06
Coimbatore,2024-04-15,0.0,0.9,14.4,2.06
Coimbatore,2024-04-16,0.0,0.3,14.4,2.06
Coimbatore,2024-04-17,0.0,0.0,14.4,2.06
Coimbatore,2024-04-18,0.0,0.0,14.4,2.06
Coimbatore,2024-04-19,0.2,0.2,1.1,0.16
Coimbatore,2024-04-20,0.0,0.2,0.5,0.07
Coimbatore,2024-04-21,0.0,0.2,0.2,0.03
Coimbatore,2024-04-22,0.0,0.0,0.2,0.03
Coimbatore,2024-04-23,0.0,0.0,0.2,0.03
Coimbatore,2024-04-24,0.0,0.0,0.2,0.03
Coimbatore,2024-04-25,0.0,0.0,0.2,0.03
Coimbatore,2024-04-26,0.0,0.0,0.0,0.0
Coimbatore,2024-04-27,0.0,0.0,0.0,0.0
Coimbatore,2024-04-28,0.0,0.0,0.0,0.0
Coimbatore,2024-04-29,0.0,0.0,0.0,0.0
Coimbatore,2024-04-30,0.0,0.0,0.0,0.0
Coimbatore,2024-05-01,0.0,0.0,0.0,0.0
Coimbatore,2024-05-02,0.0,0.0,0.0,0.0
Coimbatore,2024-05-03,0.0,0.0,0.0,0.0
Coimbatore,2024-05-04,2.4,2.4,2.4,0.34
Coimbatore,2024-05-05,9.0,11.4,11.4,1.63
Coimbatore,2024-05-06,0.9,12.3,12.3,1.76
Coimbatore,2024-05-07,0.0,9.9,12.3,1.76
Coimbatore,2024-05-08,0.1,1.0,12.4,1.77
Coimbatore,2024-05-09,1.1,1.2,13.5,1.93
Coimbatore,2024-05-10,12.0,13.2,25.5,3.64
Coimbatore,2024-05-11,11.6,24.7,34.7,4.96
Coimbatore,2024-05-12,11.8,35.4,37.5,5.36
Coimbatore,2024-05-13,3.5,26.9,40.1,5.73
Coimbatore,2024-05-14,19.6,34.9,59.7,8.53
Coimbatore,2024-05-15,14.8,37.9,74.4,10.63
Coimbatore,2024-05-16,6.6,41.0,79.9,11.41
Coimbatore,2024-05-17,13.1,34.5,81.0,11.57
Coimbatore,2024-05-18,1.6,21.3,71.0,10.14
Coimbatore,2024-05-19,24.4,39.1,83.6,11.94
Coimbatore,2024-05-20,6.1,32.1,86.2,12.31
Coimbatore,2024-05-21,12.1,42.6,78.7,11.24
Coimbatore,2024-05-22,24.2,42.4,88.1,12.59
Coimbatore,2024-05-23,22.3,58.6,103.8,14.83
Coimbatore,2024-05-24,38.9,85.4,129.6,18.51
Coimbatore,2024-05-25,1.0,62.2,129.0,18.43
Coimbatore,2024-05-26,3.3,43.2,107.9,15.41
Coimbatore,2024-05-27,0.0,4.3,101.8,14.54
Coimbatore,2024-05-28,0.0,3.3,89.7,12.81
Coimbatore,2024-05-29,1.2,1.2,66.7,9.53
Coimbatore,2024-05-30,0.2,1.4,44.6,6.37
Coimbatore,2024-05-31,2.0,3.4,7.7,1.1
Coimbatore,2024-06-01,6.3,8.5,13.0,1.86
Coimbatore,2024-06-02,5.2,13.5,14.9,2.13
Coimbatore,2024-06-03,2.2,13.7,17.1,2.44
Coimbatore,2024-06-04,2.4,9.8,19.5,2.79
Coimbatore,2024-06-05,1.1,5.7,19.4,2.77
Coimbatore,2024-06-06,15.6,19.1,34.8,4.97
Coimbatore,2024-06-07,6.6,23.3,39.4,5.63
Coimbatore,2024-06-08,10.8,33.0,43.9,6.27
Coimbatore,2024-06-09,0.4,17.8,39.1,5.59
Coimbatore,2024-06-10,0.9,12.1,37.8,5.4
Coimbatore,2024-06-11,0.2,1.5,35.6,5.09
Coimbatore,2024-06-12,0.7,1.8,35.2,5.03
Coimbatore,2024-06-13,1.0,1.9,20.6,2.94
Coimbatore,2024-06-14,0.0,1.7,14.0,2.0
Coimbatore,2024-06-15,0.2,1.2,3.4,0.49
Coimbatore,2024-06-16,0.4,0.6,3.4,0.49
Coimbatore,2024-06-17,1.3,1.9,3.8,0.54
Coimbatore,2024-06-18,4.9,6.6,8.5,1.21
Coimbatore,2024-06-19,5.3,11.5,13.1,1.87
Coimbatore,2024-06-20,0.1,10.3,12.2,1.74
Coimbatore,2024-06-21,0.7,6.1,12.9,1.84
Coimbatore,2024-06-22,6.5,7.3,19.2,2.74
Coimbatore,2024-06-23,18.8,26.0,37.6,5.37
Coimbatore,2024-06-24,12.9,38.2,49.2,7.03
Coimbatore,2024-06-25,7.8,39.5,52.1,7.44
Coimbatore,2024-06-26,51.7,72.4,98.5,14.07
Coimbatore,2024-06-27,10.0,69.5,108.4,15.49
Coimbatore,2024-06-28,0.0,61.7,107.7,15.39
Coimbatore,2024-06-29,0.0,10.0,101.2,14.46
Coimbatore,2024-06-30,1.1,1.1,83.5,11.93
Coimbatore,2024-07-01,1.0,2.1,71.6,10.23
Coimbatore,2024-07-02,0.0,2.1,63.8,9.11
Coimbatore,2024-07-03,4.0,5.0,16.1,2.3
Coimbatore,2024-07-04,3.2,7.2,9.3,1.33
Coimbatore,2024-07-05,5.1,12.3,14.4,2.06
Coimbatore,2024-07-06,0.2,8.5,14.6,2.09
Coimbatore,2024-07-07,1.1,6.4,14.6,2.09
Coimbatore,2024-07-08,1.4,2.7,15.0,2.14
Coimbatore,2024-07-09,2.5,5.0,17.5,2.5
Coimbatore,2024-07-10,4.2,8.1,17.7,2.53
Coimbatore,2024-07-11,0.6,7.3,15.1,2.16
Coimbatore,2024-07-12,20.9,25.7,30.9,4.41
Coimbatore,2024-07-13,1.1,22.6,31.8,4.54
Coimbatore,2024-07-14,2.6,24.6,33.3,4.76
Coimbatore,2024-07-15,8.1,11.8,40.0,5.71
Coimbatore,2024-07-16,6.7,17.4,44.2,6.31
Coimbatore,2024-07-17,5.6,20.4,45.6,6.51
Coimbatore,2024-07-18,9.1,21.4,54.1,7.73
Coimbatore,2024-07-19,1.0,15.7,34.2,4.89
Coimbatore,2024-07-20,0.3,10.4,33.4,4.77
Coimbatore,2024-07-21,0.6,1.9,31.4,4.49
Coimbatore,2024-07-22,0.0,0.9,23.3,3.33
Coimbatore,2024-07-23,0.2,0.8,16.8,2.4
Coimbatore,2024-07-24,0.1,0.3,11.3,1.61
Coimbatore,2024-07-25,2.2,2.5,4.4,0.63
Coimbatore,2024-07-26,1.2,3.5,4.6,0.66
Coimbatore,2024-07-27,0.3,3.7,4.6,0.66
Coimbatore,2024-07-28,0.0,1.5,4.0,0.57
Coimbatore,2024-07-29,6.6,6.9,10.6,1.51
Coimbatore,2024-07-30,43.3,49.9,53.7,7.67
Coimbatore,2024-07-31,11.9,61.8,65.5,9.36
Coimbatore,2024-08-01,2.2,57.4,65.5,9.36
Coimbatore,2024-08-02,0.1,14.2,64.4,9.2
Coimbatore,2024-08-03,4.8,7.1,68.9,9.84
Coimbatore,2024-08-04,2.8,7.7,71.7,10.24
Coimbatore,2024-08-05,5.5,13.1,70.6,10.09
Coimbatore,2024-08-06,1.9,10.2,29.2,4.17
Coimbatore,2024-08-07,33.5,40.9,50.8,7.26
Coimbatore,2024-08-08,4.7,40.1,53.3,7.61
Coimbatore,2024-08-09,5.4,43.6,58.6,8.37
Coimbatore,2024-08-10,5.8,15.9,59.6,8.51
Coimbatore,2024-08-11,4.7,15.9,61.5,8.79
Coimbatore,2024-08-12,2.4,12.9,58.4,8.34
Coimbatore,2024-08-13,27.9,35.0,84.4,12.06
Coimbatore,2024-08-14,2.2,32.5,53.1,7.59
Coimbatore,2024-08-15,3.2,33.3,51.6,7.37
Coimbatore,2024-08-16,3.7,9.1,49.9,7.13
Coimbatore,2024-08-17,0.0,6.9,44.1,6.3
Coimbatore,2024-08-18,0.0,3.7,39.4,5.63
Coimbatore,2024-08-19,0.1,0.1,37.1,5.3
Coimbatore,2024-08-20,1.5,1.6,10.7,1.53
Coimbatore,2024-08-21,0.3,1.9,8.8,1.26
Coimbatore,2024-08-22,0.0,1.8,5.6,0.8
Coimbatore,2024-08-23,0.0,0.3,1.9,0.27
Coimbatore,2024-08-24,0.6,0.6,2.5,0.36
Coimbatore,2024-08-25,0.0,0.6,2.5,0.36
Coimbatore,2024-08-26,0.2,0.8,2.6,0.37
Coimbatore,2024-08-27,0.0,0.2,1.1,0.16
Coimbatore,2024-08-28,1.1,1.3,1.9,0.27
Coimbatore,2024-08-29,3.2,4.3,5.1,0.73
Coimbatore,2024-08-30,0.9,5.2,6.0,0.86
Coimbatore,2024-08-31,0.4,4.5,5.8,0.83
Coimbatore,2024-09-01,2.5,3.8,8.3,1.19
Coimbatore,2024-09-02,4.9,7.8,13.0,1.86
Coimbatore,2024-09-03,2.1,9.5,15.1,2.16
Coimbatore,2024-09-04,0.0,7.0,14.0,2.0
Coimbatore,2024-09-05,0.8,2.9,11.6,1.66
Coimbatore,2024-09-06,4.0,4.8,14.7,2.1
Coimbatore,2024-09-07,1.4,6.2,15.7,2.24
Coimbatore,2024-09-08,0.0,5.4,13.2,1.89
Coimbatore,2024-09-09,0.5,1.9,8.8,1.26
Coimbatore,2024-09-10,0.1,0.6,6.8,0.97
Coimbatore,2024-09-11,0.0,0.6,6.8,0.97
Coimbatore,2024-09-12,1.1,1.2,7.1,1.01
Coimbatore,2024-09-13,0.2,1.3,3.3,0.47
Coimbatore,2024-09-14,10.3,11.6,12.2,1.74
Coimbatore,2024-09-15,5.3,15.8,17.5,2.5
Coimbatore,2024-09-16,0.0,15.6,17.0,2.43
Coimbatore,2024-09-17,6.8,12.1,23.7,3.39
Coimbatore,2024-09-18,0.9,7.7,24.6,3.51
Coimbatore,2024-09-19,3.0,10.7,26.5,3.79
Coimbatore,2024-09-20,0.0,3.9,26.3,3.76
Coimbatore,2024-09-21,2.4,5.4,18.4,2.63
Coimbatore,2024-09-22,1.1,3.5,14.2,2.03
Coimbatore,2024-09-23,5.2,8.7,19.4,2.77
Coimbatore,2024-09-24,0.6,6.9,13.2,1.89
Coimbatore,2024-09-25,0.0,5.8,12.3,1.76
Coimbatore,2024-09-26,2.6,3.2,11.9,1.7
Coimbatore,2024-09-27,3.5,6.1,15.4,2.2
Coimbatore,2024-09-28,6.2,12.3,19.2,2.74
Coimbatore,2024-09-29,9.4,19.1,27.5,3.93
Coimbatore,2024-09-30,1.7,17.3,24.0,3.43
Coimbatore,2024-10-01,0.1,11.2,23.5,3.36
Coimbatore,2024-10-02,0.4,2.2,23.9,3.41
Coimbatore,2024-10-03,1.2,1.7,22.5,3.21
Coimbatore,2024-10-04,13.1,14.7,32.1,4.59
Coimbatore,2024-10-05,15.5,29.8,41.4,5.91
Coimbatore,2024-10-06,5.0,33.6,37.0,5.29
Coimbatore,2024-10-07,37.6,58.1,72.9,10.41
Coimbatore,2024-10-08,10.4,53.0,83.2,11.89
Coimbatore,2024-10-09,2.4,50.4,85.2,12.17
Coimbatore,2024-10-10,0.5,13.3,84.5,12.07
Coimbatore,2024-10-11,6.2,9.1,77.6,11.09
Coimbatore,2024-10-12,20.6,27.3,82.7,11.81
Coimbatore,2024-10-13,7.3,34.1,85.0,12.14
Coimbatore,2024-10-14,9.1,37.0,56.5,8.07
