District,Date,Rainfall
Madurai,2020-06-30,0.8
Madurai,2020-07-01,0.1
Madurai,2020-07-02,0.0
Madurai,2020-07-03,0.6
Madurai,2020-07-04,0.2
Madurai,2020-07-05,0.0
Madurai,2020-07-06,0.7
Madurai,2020-07-07,2.5
Madurai,2020-07-08,0.1
Madurai,2020-07-09,7.7
Madurai,2020-07-10,6.1
Madurai,2020-07-11,2.2
Madurai,2020-07-12,0.1
Madurai,2020-07-13,0.1
Madurai,2020-07-14,1.3
Madurai,2020-07-15,0.9
Madurai,2020-07-16,0.0
Madurai,2020-07-17,4.0
Madurai,2020-07-18,2.8
Madurai,2020-07-19,0.6
Madurai,2020-07-20,11.7
Madurai,2020-07-21,0.6
Madurai,2020-07-22,0.1
Madurai,2020-07-23,6.7
Madurai,2020-07-24,1.1
Madurai,2020-07-25,0.2
Madurai,2020-07-26,0.7
Madurai,2020-07-27,0.0
Madurai,2020-07-28,0.0
Madurai,2020-07-29,3.9
Madurai,2020-07-30,0.2
Madurai,2020-07-31,2.0
Madurai,2020-08-01,0.1
Madurai,2020-08-02,0.5
Madurai,2020-08-03,0.1
Madurai,2020-08-04,0.0
Madurai,2020-08-05,0.0
Madurai,2020-08-06,1.0
Madurai,2020-08-07,0.9
Madurai,2020-08-08,12.4
Madurai,2020-08-09,13.4
Madurai,2020-08-10,1.6
Madurai,2020-08-11,0.0
Madurai,2020-08-12,0.1
Madurai,2020-08-13,0.0
Madurai,2020-08-14,0.0
Madurai,2020-08-15,0.0
Madurai,2020-08-16,0.0
Madurai,2020-08-17,0.0
Madurai,2020-08-18,0.0
Madurai,2020-08-19,0.1
Madurai,2020-08-20,0.0
Madurai,2020-08-21,1.1
Madurai,2020-08-22,3.0
Madurai,2020-08-23,5.7
Madurai,2020-08-24,0.6
Madurai,2020-08-25,3.6
Madurai,2020-08-26,6.3
Madurai,2020-08-27,0.5
Madurai,2020-08-28,0.7
Madurai,2020-08-29,0.0
Madurai,2020-08-30,1.0
Madurai,2020-08-31,3.9
Madurai,2020-09-01,15.9
Madurai,2020-09-02,16.9
Madurai,2020-09-03,10.4
Madurai,2020-09-04,6.2
Madurai,2020-09-05,16.6
Madurai,2020-09-06,7.9
Madurai,2020-09-07,0.3
Madurai,2020-09-08,3.7
Madurai,2020-09-09,8.0
Madurai,2020-09-10,0.0
Madurai,2020-09-11,0.0
Madurai,2020-09-12,0.0
Madurai,2020-09-13,1.0
Madurai,2020-09-14,0.4
Madurai,2020-09-15,0.2
Madurai,2020-09-16,0.5
Madurai,2020-09-17,2.6
Madurai,2020-09-18,4.2
Madurai,2020-09-19,7.3
Madurai,2020-09-20,18.3
Madurai,2020-09-21,6.8
Madurai,2020-09-22,1.1
Madurai,2020-09-23,0.0
Madurai,2020-09-24,2.6
Madurai,2020-09-25,1.3
Madurai,2020-09-26,9.3
Madurai,2020-09-27,0.1
Madurai,2020-09-28,10.2
Madurai,2020-09-29,0.1
Madurai,2020-09-30,0.1
Madurai,2020-10-01,0.0
Madurai,2020-10-02,0.0
Madurai,2020-10-03,0.2
Madurai,2020-10-04,0.0
Madurai,2020-10-05,0.0
Madurai,2020-10-06,22.6
Madurai,2020-10-07,30.7
Madurai,2020-10-08,13.4
Madurai,2020-10-09,17.7
Madurai,2020-10-10,13.8
Madurai,2020-10-11,0.2
Madurai,2020-10-12,0.0
Madurai,2020-10-13,0.0
Madurai,2020-10-14,0.0
Madurai,2020-10-15,0.0
Madurai,2020-10-16,0.0
Madurai,2020-10-17,4.4
Madurai,2020-10-18,5.7
Madurai,2020-10-19,1.8
Madurai,2020-10-20,5.7
Madurai,2020-10-21,0.4
Madurai,2020-10-22,0.1
Madurai,2020-10-23,0.0
Madurai,2020-10-24,0.1
Madurai,2020-10-25,0.3
Madurai,2020-10-26,0.9
Madurai,2020-10-27,3.7
Madurai,2020-10-28,10.3
Madurai,2020-10-29,23.7
Madurai,2020-10-30,14.6
Madurai,2020-10-31,0.3
Madurai,2020-11-01,0.2
Madurai,2020-11-02,0.0
Madurai,2020-11-03,6.9
Madurai,2020-11-04,10.8
Madurai,2020-11-05,13.6
Madurai,2020-11-06,9.2
Madurai,2020-11-07,3.9
Madurai,2020-11-08,10.8
Madurai,2020-11-09,0.0
Madurai,2020-11-10,0.0
Madurai,2020-11-11,0.0
Madurai,2020-11-12,6.2
Madurai,2020-11-13,16.7
Madurai,2020-11-14,1.0
Madurai,2020-11-15,8.3
Madurai,2020-11-16,25.0
Madurai,2020-11-17,21.7
Madurai,2020-11-18,13.4
Madurai,2020-11-19,8.6
Madurai,2020-11-20,1.3
Madurai,2020-11-21,0.0
Madurai,2020-11-22,0.0
Madurai,2020-11-23,0.0
Madurai,2020-11-24,0.1
Madurai,2020-11-25,0.0
Madurai,2020-11-26,2.1
Madurai,2020-11-27,7.5
Madurai,2020-11-28,4.9
Madurai,2020-11-29,1.4
Madurai,2020-11-30,1.0
Madurai,2020-12-01,0.0
Madurai,2020-12-02,12.2
Madurai,2020-12-03,67.2
Madurai,2020-12-04,44.5
Madurai,2020-12-05,24.2
Madurai,2020-12-06,54.1
Madurai,2020-12-07,21.6
Madurai,2020-12-08,10.3
Madurai,2020-12-09,2.2
Madurai,2020-12-10,0.7
Madurai,2020-12-11,0.0
Madurai,2020-12-12,0.0
Madurai,2020-12-13,0.0
Madurai,2020-12-14,0.0
Madurai,2020-12-15,3.5
Madurai,2020-12-16,11.7
Madurai,2020-12-17,4.2
Madurai,2020-12-18,5.7
Madurai,2020-12-19,0.1
Madurai,2020-12-20,0.0
Madurai,2020-12-21,0.0
Madurai,2020-12-22,5.1
Madurai,2020-12-23,0.9
Madurai,2020-12-24,0.0
Madurai,2020-12-25,0.0
Madurai,2020-12-26,0.0
Madurai,2020-12-27,0.0
Madurai,2020-12-28,0.0
Madurai,2020-12-29,2.9
Madurai,2020-12-30,0.6
Madurai,2020-12-31,6.5
Madurai,2021-01-01,0.0
Madurai,2021-01-02,0.0
Madurai,2021-01-03,7.2
Madurai,2021-01-04,4.1
Madurai,2021-01-05,6.0
Madurai,2021-01-06,9.8
Madurai,2021-01-07,0.9
Madurai,2021-01-08,7.7
Madurai,2021-01-09,3.5
Madurai,2021-01-10,8.2
Madurai,2021-01-11,16.9
Madurai,2021-01-12,42.8
Madurai,2021-01-13,15.6
Madurai,2021-01-14,5.9
Madurai,2021-01-15,9.0
Madurai,2021-01-16,30.1
Madurai,2021-01-17,0.0
Madurai,2021-01-18,0.0
Madurai,2021-01-19,0.0
Madurai,2021-01-20,0.0
Madurai,2021-01-21,0.6
Madurai,2021-01-22,0.7
Madurai,2021-01-23,0.0
Madurai,2021-01-24,0.0
Madurai,2021-01-25,0.0
Madurai,2021-01-26,0.1
Madurai,2021-01-27,0.0
Madurai,2021-01-28,0.0
Madurai,2021-01-29,0.0
Madurai,2021-01-30,0.0
Madurai,2021-01-31,0.0
Madurai,2021-02-01,0.0
Madurai,2021-02-02,0.0
Madurai,2021-02-03,0.0
Madurai,2021-02-04,0.0
Madurai,2021-02-05,0.0
Madurai,2021-02-06,0.0
Madurai,2021-02-07,0.0
Madurai,2021-02-08,0.0
Madurai,2021-02-09,0.0
Madurai,2021-02-10,0.0
Madurai,2021-02-11,0.0
Madurai,2021-02-12,0.0
Madurai,2021-02-13,0.0
Madurai,2021-02-14,0.0
Madurai,2021-02-15,0.0
Madurai,2021-02-16,0.0
Madurai,2021-02-17,0.0
Madurai,2021-02-18,0.0
Madurai,2021-02-19,0.0
Madurai,2021-02-20,2.0
Madurai,2021-02-21,2.3
Madurai,2021-02-22,1.3
Madurai,2021-02-23,0.0
Madurai,2021-02-24,0.0
Madurai,2021-02-25,0.0
Madurai,2021-02-26,0.0
Madurai,2021-02-27,0.0
Madurai,2021-02-28,0.0
Madurai,2021-03-01,0.0
Madurai,2021-03-02,0.0
Madurai,2021-03-03,0.0
Madurai,2021-03-04,0.0
Madurai,2021-03-05,0.0
Madurai,2021-03-06,0.0
Madurai,2021-03-07,0.0
Madurai,2021-03-08,0.6
Madurai,2021-03-09,0.1
Madurai,2021-03-10,3.0
Madurai,2021-03-11,1.1
Madurai,2021-03-12,0.0
Madurai,2021-03-13,0.1
Madurai,2021-03-14,0.0
Madurai,2021-03-15,0.0
Madurai,2021-03-16,0.0
Madurai,2021-03-17,0.0
Madurai,2021-03-18,0.0
Madurai,2021-03-19,0.0
Madurai,2021-03-20,0.0
Madurai,2021-03-21,0.0
Madurai,2021-03-22,0.0
Madurai,2021-03-23,0.0
Madurai,2021-03-24,0.0
Madurai,2021-03-25,0.0
Madurai,2021-03-26,0.0
Madurai,2021-03-27,0.2
Madurai,2021-03-28,0.3
Madurai,2021-03-29,0.0
Madurai,2021-03-30,0.0
Madurai,2021-03-31,0.0
Madurai,2021-04-01,0.0
Madurai,2021-04-02,0.0
Madurai,2021-04-03,0.0
Madurai,2021-04-04,0.0
Madurai,2021-04-05,0.0
Madurai,2021-04-06,0.0
Madurai,2021-04-07,0.0
Madurai,2021-04-08,0.0
Madurai,2021-04-09,0.0
Madurai,2021-04-10,0.7
Madurai,2021-04-11,0.2
Madurai,2021-04-12,4.6
Madurai,2021-04-13,2.9
Madurai,2021-04-14,18.7
Madurai,2021-04-15,16.8
Madurai,2021-04-16,6.7
Madurai,2021-04-17,0.0
Madurai,2021-04-18,2.7
Madurai,2021-04-19,0.0
Madurai,2021-04-20,0.0
Madurai,2021-04-21,0.0
Madurai,2021-04-22,0.1
Madurai,2021-04-23,0.2
Madurai,2021-04-24,0.8
Madurai,2021-04-25,0.3
Madurai,2021-04-26,0.1
Madurai,2021-04-27,0.2
Madurai,2021-04-28,0.0
Madurai,2021-04-29,0.0
Madurai,2021-04-30,0.0
Madurai,2021-05-01,2.4
Madurai,2021-05-02,11.0
Madurai,2021-05-03,7.0
Madurai,2021-05-04,5.8
Madurai,2021-05-05,1.5
Madurai,2021-05-06,3.5
Madurai,2021-05-07,4.8
Madurai,2021-05-08,0.7
Madurai,2021-05-09,5.2
Madurai,2021-05-10,1.3
Madurai,2021-05-11,1.2
Madurai,2021-05-12,0.4
Madurai,2021-05-13,2.9
Madurai,2021-05-14,3.4
Madurai,2021-05-15,15.2
Madurai,2021-05-16,0.9
Madurai,2021-05-17,1.7
Madurai,2021-05-18,0.2
Madurai,2021-05-19,0.8
Madurai,2021-05-20,5.4
Madurai,2021-05-21,3.2
Madurai,2021-05-22,5.8
Madurai,2021-05-23,0.1
Madurai,2021-05-24,0.8
Madurai,2021-05-25,0.4
Madurai,2021-05-26,1.9
Madurai,2021-05-27,0.0
Madurai,2021-05-28,0.0
Madurai,2021-05-29,0.0
Madurai,2021-05-30,0.0
Madurai,2021-05-31,0.0
Madurai,2021-06-01,0.2
Madurai,2021-06-02,1.1
Madurai,2021-06-03,4.4
Madurai,2021-06-04,41.3
Madurai,2021-06-05,17.5
Madurai,2021-06-06,2.0
Madurai,2021-06-07,0.5
Madurai,2021-06-08,9.1
Madurai,2021-06-09,0.0
Madurai,2021-06-10,0.0
Madurai,2021-06-11,0.0
Madurai,2021-06-12,0.0
Madurai,2021-06-13,12.9
Madurai,2021-06-14,9.3
Madurai,2021-06-15,0.2
Madurai,2021-06-16,0.1
Madurai,2021-06-17,0.0
Madurai,2021-06-18,0.0
Madurai,2021-06-19,0.0
Madurai,2021-06-20,0.0
Madurai,2021-06-21,0.0
Madurai,2021-06-22,0.5
Madurai,2021-06-23,4.7
Madurai,2021-06-24,0.1
Madurai,2021-06-25,0.0
Madurai,2021-06-26,0.0
Madurai,2021-06-27,0.5
Madurai,2021-06-28,0.1
Madurai,2021-06-29,0.5
Madurai,2021-06-30,0.8
Madurai,2021-07-01,3.6
Madurai,2021-07-02,0.8
Madurai,2021-07-03,5.1
Madurai,2021-07-04,11.6
Madurai,2021-07-05,0.0
Madurai,2021-07-06,3.6
Madurai,2021-07-07,1.2
Madurai,2021-07-08,0.2
Madurai,2021-07-09,6.8
Madurai,2021-07-10,0.0
Madurai,2021-07-11,7.7
Madurai,2021-07-12,1.8
Madurai,2021-07-13,0.3
Madurai,2021-07-14,0.1
Madurai,2021-07-15,0.0
Madurai,2021-07-16,4.0
Madurai,2021-07-17,0.2
Madurai,2021-07-18,0.0
Madurai,2021-07-19,0.0
Madurai,2021-07-20,0.0
Madurai,2021-07-21,0.4
Madurai,2021-07-22,0.1
Madurai,2021-07-23,0.0
Madurai,2021-07-24,0.1
Madurai,2021-07-25,0.7
Madurai,2021-07-26,0.4
Madurai,2021-07-27,0.2
Madurai,2021-07-28,0.0
Madurai,2021-07-29,0.1
Madurai,2021-07-30,0.1
Madurai,2021-07-31,0.2
Madurai,2021-08-01,0.1
Madurai,2021-08-02,0.1
Madurai,2021-08-03,0.0
Madurai,2021-08-04,0.0
Madurai,2021-08-05,0.2
Madurai,2021-08-06,0.0
Madurai,2021-08-07,0.9
Madurai,2021-08-08,6.2
Madurai,2021-08-09,1.6
Madurai,2021-08-10,1.5
Madurai,2021-08-11,0.9
Madurai,2021-08-12,0.8
Madurai,2021-08-13,0.1
Madurai,2021-08-14,0.4
Madurai,2021-08-15,0.1
Madurai,2021-08-16,0.6
Madurai,2021-08-17,0.8
Madurai,2021-08-18,0.9
Madurai,2021-08-19,0.4
Madurai,2021-08-20,1.0
Madurai,2021-08-21,10.5
Madurai,2021-08-22,9.0
Madurai,2021-08-23,3.3
Madurai,2021-08-24,0.3
Madurai,2021-08-25,2.4
Madurai,2021-08-26,0.4
Madurai,2021-08-27,0.0
Madurai,2021-08-28,3.4
Madurai,2021-08-29,17.9
Madurai,2021-08-30,5.0
Madurai,2021-08-31,0.6
Madurai,2021-09-01,0.4
Madurai,2021-09-02,8.8
Madurai,2021-09-03,8.6
Madurai,2021-09-04,3.3
Madurai,2021-09-05,0.7
Madurai,2021-09-06,0.0
Madurai,2021-09-07,0.0
Madurai,2021-09-08,0.0
Madurai,2021-09-09,0.0
Madurai,2021-09-10,0.0
Madurai,2021-09-11,0.1
Madurai,2021-09-12,0.0
Madurai,2021-09-13,0.2
Madurai,2021-09-14,0.9
Madurai,2021-09-15,1.3
Madurai,2021-09-16,1.1
Madurai,2021-09-17,2.4
Madurai,2021-09-18,10.3
Madurai,2021-09-19,9.8
Madurai,2021-09-20,10.5
Madurai,2021-09-21,0.1
Madurai,2021-09-22,0.0
Madurai,2021-09-23,1.1
Madurai,2021-09-24,3.1
Madurai,2021-09-25,0.6
Madurai,2021-09-26,10.0
Madurai,2021-09-27,1.3
Madurai,2021-09-28,0.0
Madurai,2021-09-29,0.0
Madurai,2021-09-30,9.7
Madurai,2021-10-01,9.9
Madurai,2021-10-02,19.1
Madurai,2021-10-03,8.3
Madurai,2021-10-04,12.1
Madurai,2021-10-05,7.7
Madurai,2021-10-06,12.8
Madurai,2021-10-07,2.1
Madurai,2021-10-08,6.7
Madurai,2021-10-09,0.9
Madurai,2021-10-10,5.6
Madurai,2021-10-11,12.8
Madurai,2021-10-12,1.3
Madurai,2021-10-13,0.0
Madurai,2021-10-14,0.5
Madurai,2021-10-15,2.0
Madurai,2021-10-16,7.2
Madurai,2021-10-17,3.5
Madurai,2021-10-18,3.4
Madurai,2021-10-19,3.3
Madurai,2021-10-20,26.5
Madurai,2021-10-21,12.6
Madurai,2021-10-22,12.7
Madurai,2021-10-23,8.8
Madurai,2021-10-24,3.5
Madurai,2021-10-25,8.8
Madurai,2021-10-26,13.9
Madurai,2021-10-27,17.2
Madurai,2021-10-28,0.0
Madurai,2021-10-29,14.7
Madurai,2021-10-30,26.5
Madurai,2021-10-31,6.3
Madurai,2021-11-01,24.3
Madurai,2021-11-02,19.6
Madurai,2021-11-03,17.0
Madurai,2021-11-04,23.2
Madurai,2021-11-05,30.2
Madurai,2021-11-06,19.9
Madurai,2021-11-07,16.7
Madurai,2021-11-08,54.1
Madurai,2021-11-09,51.4
Madurai,2021-11-10,15.0
Madurai,2021-11-11,14.7
Madurai,2021-11-12,4.5
Madurai,2021-11-13,9.6
Madurai,2021-11-14,0.4
Madurai,2021-11-15,13.8
Madurai,2021-11-16,16.5
Madurai,2021-11-17,32.9
Madurai,2021-11-18,3.1
Madurai,2021-11-19,14.3
Madurai,2021-11-20,12.9
Madurai,2021-11-21,0.0
Madurai,2021-11-22,7.6
Madurai,2021-11-23,23.1
Madurai,2021-11-24,0.9
Madurai,2021-11-25,27.1
Madurai,2021-11-26,19.6
Madurai,2021-11-27,24.5
Madurai,2021-11-28,23.5
Madurai,2021-11-29,34.4
Madurai,2021-11-30,15.7
Madurai,2021-12-01,5.0
Madurai,2021-12-02,9.2
Madurai,2021-12-03,0.8
Madurai,2021-12-04,4.4
Madurai,2021-12-05,3.9
Madurai,2021-12-06,10.7
Madurai,2021-12-07,3.9
Madurai,2021-12-08,0.3
Madurai,2021-12-09,22.3
Madurai,2021-12-10,0.2
Madurai,2021-12-11,0.2
Madurai,2021-12-12,1.6
Madurai,2021-12-13,0.1
Madurai,2021-12-14,2.7
Madurai,2021-12-15,1.4
Madurai,2021-12-16,0.1
Madurai,2021-12-17,0.0
Madurai,2021-12-18,0.0
Madurai,2021-12-19,0.0
Madurai,2021-12-20,0.0
Madurai,2021-12-21,0.0
Madurai,2021-12-22,0.0
Madurai,2021-12-23,0.0
Madurai,2021-12-24,0.0
Madurai,2021-12-25,0.0
Madurai,2021-12-26,0.0
Madurai,2021-12-27,0.0
Madurai,2021-12-28,0.0
Madurai,2021-12-29,0.0
Madurai,2021-12-30,3.9
Madurai,2021-12-31,1.6
Madurai,2022-01-01,2.2
Madurai,2022-01-02,1.1
Madurai,2022-01-03,0.0
Madurai,2022-01-04,0.0
Madurai,2022-01-05,0.0
Madurai,2022-01-06,0.0
Madurai,2022-01-07,0.0
Madurai,2022-01-08,0.0
Madurai,2022-01-09,0.0
Madurai,2022-01-10,0.0
Madurai,2022-01-11,0.2
Madurai,2022-01-12,0.0
Madurai,2022-01-13,0.6
Madurai,2022-01-14,1.1
Madurai,2022-01-15,0.0
Madurai,2022-01-16,0.0
Madurai,2022-01-17,0.4
Madurai,2022-01-18,0.0
Madurai,2022-01-19,0.0
Madurai,2022-01-20,0.0
Madurai,2022-01-21,0.0
Madurai,2022-01-22,0.0
Madurai,2022-01-23,0.0
Madurai,2022-01-24,0.3
Madurai,2022-01-25,1.0
Madurai,2022-01-26,1.6
Madurai,2022-01-27,0.1
Madurai,2022-01-28,0.0
Madurai,2022-01-29,1.6
Madurai,2022-01-30,4.0
Madurai,2022-01-31,0.0
Madurai,2022-02-01,0.0
Madurai,2022-02-02,0.0
Madurai,2022-02-03,0.0
Madurai,2022-02-04,0.0
Madurai,2022-02-05,0.0
Madurai,2022-02-06,0.7
Madurai,2022-02-07,0.0
Madurai,2022-02-08,0.0
Madurai,2022-02-09,0.0
Madurai,2022-02-10,0.0
Madurai,2022-02-11,0.8
Madurai,2022-02-12,2.4
Madurai,2022-02-13,0.0
Madurai,2022-02-14,0.0
Madurai,2022-02-15,0.0
Madurai,2022-02-16,0.0
Madurai,2022-02-17,0.0
Madurai,2022-02-18,0.0
Madurai,2022-02-19,0.2
Madurai,2022-02-20,0.0
Madurai,2022-02-21,0.0
Madurai,2022-02-22,0.0
Madurai,2022-02-23,0.0
Madurai,2022-02-24,1.1
Madurai,2022-02-25,0.0
Madurai,2022-02-26,0.0
Madurai,2022-02-27,0.1
Madurai,2022-02-28,0.0
Madurai,2022-03-01,0.0
Madurai,2022-03-02,0.0
Madurai,2022-03-03,0.0
Madurai,2022-03-04,0.1
Madurai,2022-03-05,0.0
Madurai,2022-03-06,0.0
Madurai,2022-03-07,0.0
Madurai,2022-03-08,0.0
Madurai,2022-03-09,0.0
Madurai,2022-03-10,0.0
Madurai,2022-03-11,0.0
Madurai,2022-03-12,0.0
Madurai,2022-03-13,0.0
Madurai,2022-03-14,0.0
Madurai,2022-03-15,0.0
Madurai,2022-03-16,0.0
Madurai,2022-03-17,0.0
Madurai,2022-03-18,0.0
Madurai,2022-03-19,0.0
Madurai,2022-03-20,0.1
Madurai,2022-03-21,0.1
Madurai,2022-03-22,0.0
Madurai,2022-03-23,0.8
Madurai,2022-03-24,0.6
Madurai,2022-03-25,2.1
Madurai,2022-03-26,0.6
Madurai,2022-03-27,0.1
Madurai,2022-03-28,0.0
Madurai,2022-03-29,0.2
Madurai,2022-03-30,0.0
Madurai,2022-03-31,0.0
Madurai,2022-04-01,0.0
Madurai,2022-04-02,0.0
Madurai,2022-04-03,1.6
Madurai,2022-04-04,0.0
Madurai,2022-04-05,1.2
Madurai,2022-04-06,3.4
Madurai,2022-04-07,0.0
Madurai,2022-04-08,7.8
Madurai,2022-04-09,1.6
Madurai,2022-04-10,10.5
Madurai,2022-04-11,29.8
Madurai,2022-04-12,28.3
Madurai,2022-04-13,26.1
Madurai,2022-04-14,0.5
Madurai,2022-04-15,1.0
Madurai,2022-04-16,10.4
Madurai,2022-04-17,8.0
Madurai,2022-04-18,15.0
Madurai,2022-04-19,10.6
Madurai,2022-04-20,0.1
Madurai,2022-04-21,1.7
Madurai,2022-04-22,3.6
Madurai,2022-04-23,2.4
Madurai,2022-04-24,0.4
Madurai,2022-04-25,0.0
Madurai,2022-04-26,0.0
Madurai,2022-04-27,0.0
Madurai,2022-04-28,0.0
Madurai,2022-04-29,2.8
Madurai,2022-04-30,0.0
Madurai,2022-05-01,0.2
Madurai,2022-05-02,0.1
Madurai,2022-05-03,0.0
Madurai,2022-05-04,1.8
Madurai,2022-05-05,0.5
Madurai,2022-05-06,0.1
Madurai,2022-05-07,0.0
Madurai,2022-05-08,0.0
Madurai,2022-05-09,0.0
Madurai,2022-05-10,8.7
Madurai,2022-05-11,0.0
Madurai,2022-05-12,0.9
Madurai,2022-05-13,0.0
Madurai,2022-05-14,0.4
Madurai,2022-05-15,1.3
Madurai,2022-05-16,6.6
Madurai,2022-05-17,4.9
Madurai,2022-05-18,4.4
Madurai,2022-05-19,0.6
Madurai,2022-05-20,0.2
Madurai,2022-05-21,0.1
Madurai,2022-05-22,0.9
Madurai,2022-05-23,0.3
Madurai,2022-05-24,0.2
Madurai,2022-05-25,0.5
Madurai,2022-05-26,21.1
Madurai,2022-05-27,6.7
Madurai,2022-05-28,0.7
Madurai,2022-05-29,13.0
Madurai,2022-05-30,0.6
Madurai,2022-05-31,6.6
Madurai,2022-06-01,2.0
Madurai,2022-06-02,0.4
Madurai,2022-06-03,0.5
Madurai,2022-06-04,0.4
Madurai,2022-06-05,2.4
Madurai,2022-06-06,3.2
Madurai,2022-06-07,0.0
Madurai,2022-06-08,0.4
Madurai,2022-06-09,4.2
Madurai,2022-06-10,9.8
Madurai,2022-06-11,5.5
Madurai,2022-06-12,19.0
Madurai,2022-06-13,0.2
Madurai,2022-06-14,0.0
Madurai,2022-06-15,6.4
Madurai,2022-06-16,7.9
Madurai,2022-06-17,6.9
Madurai,2022-06-18,10.9
Madurai,2022-06-19,12.6
Madurai,2022-06-20,1.5
Madurai,2022-06-21,0.8
Madurai,2022-06-22,2.5
Madurai,2022-06-23,1.2
Madurai,2022-06-24,2.2
Madurai,2022-06-25,0.1
Madurai,2022-06-26,0.0
Madurai,2022-06-27,0.2
Madurai,2022-06-28,0.1
Madurai,2022-06-29,1.8
Madurai,2022-06-30,5.8
Madurai,2022-07-01,0.0
Madurai,2022-07-02,1.4
Madurai,2022-07-03,2.5
Madurai,2022-07-04,0.0
Madurai,2022-07-05,6.3
Madurai,2022-07-06,0.5
Madurai,2022-07-07,0.0
Madurai,2022-07-08,0.0
Madurai,2022-07-09,0.5
Madurai,2022-07-10,0.4
Madurai,2022-07-11,0.0
Madurai,2022-07-12,0.0
Madurai,2022-07-13,0.1
Madurai,2022-07-14,0.0
Madurai,2022-07-15,0.6
Madurai,2022-07-16,0.2
Madurai,2022-07-17,4.2
Madurai,2022-07-18,0.0
Madurai,2022-07-19,1.1
Madurai,2022-07-20,2.8
Madurai,2022-07-21,2.6
Madurai,2022-07-22,0.4
Madurai,2022-07-23,10.1
Madurai,2022-07-24,0.2
Madurai,2022-07-25,3.0
Madurai,2022-07-26,1.8
Madurai,2022-07-27,18.4
Madurai,2022-07-28,10.0
Madurai,2022-07-29,0.2
Madurai,2022-07-30,7.8
Madurai,2022-07-31,19.4
Madurai,2022-08-01,6.3
Madurai,2022-08-02,4.1
Madurai,2022-08-03,24.0
Madurai,2022-08-04,22.0
Madurai,2022-08-05,6.4
Madurai,2022-08-06,0.7
Madurai,2022-08-07,0.5
Madurai,2022-08-08,0.1
Madurai,2022-08-09,0.0
Madurai,2022-08-10,0.0
Madurai,2022-08-11,0.0
Madurai,2022-08-12,0.0
Madurai,2022-08-13,0.6
Madurai,2022-08-14,0.0
Madurai,2022-08-15,0.0
Madurai,2022-08-16,0.0
Madurai,2022-08-17,5.6
Madurai,2022-08-18,12.4
Madurai,2022-08-19,3.2
Madurai,2022-08-20,0.0
Madurai,2022-08-21,1.2
Madurai,2022-08-22,6.4
Madurai,2022-08-23,0.1
Madurai,2022-08-24,0.0
Madurai,2022-08-25,14.1
Madurai,2022-08-26,14.9
Madurai,2022-08-27,10.6
Madurai,2022-08-28,1.0
Madurai,2022-08-29,25.2
Madurai,2022-08-30,11.6
Madurai,2022-08-31,3.8
Madurai,2022-09-01,8.2
Madurai,2022-09-02,9.4
Madurai,2022-09-03,1.8
Madurai,2022-09-04,5.9
Madurai,2022-09-05,16.2
Madurai,2022-09-06,2.3
Madurai,2022-09-07,0.1
Madurai,2022-09-08,0.6
Madurai,2022-09-09,0.6
Madurai,2022-09-10,0.1
Madurai,2022-09-11,0.0
Madurai,2022-09-12,0.0
Madurai,2022-09-13,0.0
Madurai,2022-09-14,1.5
Madurai,2022-09-15,3.8
Madurai,2022-09-16,0.1
Madurai,2022-09-17,0.6
Madurai,2022-09-18,2.2
Madurai,2022-09-19,0.2
Madurai,2022-09-20,0.0
Madurai,2022-09-21,0.2
Madurai,2022-09-22,0.0
Madurai,2022-09-23,0.2
Madurai,2022-09-24,0.1
Madurai,2022-09-25,3.3
Madurai,2022-09-26,2.3
Madurai,2022-09-27,0.4
Madurai,2022-09-28,0.8
Madurai,2022-09-29,0.3
Madurai,2022-09-30,0.1
Madurai,2022-10-01,0.8
Madurai,2022-10-02,2.5
Madurai,2022-10-03,1.0
Madurai,2022-10-04,0.1
Madurai,2022-10-05,1.1
Madurai,2022-10-06,1.1
Madurai,2022-10-07,1.1
Madurai,2022-10-08,1.3
Madurai,2022-10-09,34.9
Madurai,2022-10-10,16.4
Madurai,2022-10-11,25.3
Madurai,2022-10-12,20.3
Madurai,2022-10-13,17.3
Madurai,2022-10-14,18.0
Madurai,2022-10-15,26.8
Madurai,2022-10-16,26.2
Madurai,2022-10-17,23.4
Madurai,2022-10-18,8.2
Madurai,2022-10-19,27.9
Madurai,2022-10-20,13.1
Madurai,2022-10-21,14.9
Madurai,2022-10-22,7.3
Madurai,2022-10-23,13.2
Madurai,2022-10-24,2.4
Madurai,2022-10-25,0.2
Madurai,2022-10-26,1.2
Madurai,2022-10-27,0.0
Madurai,2022-10-28,1.4
Madurai,2022-10-29,4.5
Madurai,2022-10-30,3.7
Madurai,2022-10-31,0.0
Madurai,2022-11-01,0.6
Madurai,2022-11-02,25.6
Madurai,2022-11-03,87.8
Madurai,2022-11-04,31.5
Madurai,2022-11-05,6.3
Madurai,2022-11-06,19.3
Madurai,2022-11-07,3.1
Madurai,2022-11-08,1.9
Madurai,2022-11-09,1.3
Madurai,2022-11-10,0.1
Madurai,2022-11-11,68.8
Madurai,2022-11-12,54.3
Madurai,2022-11-13,15.4
Madurai,2022-11-14,18.6
Madurai,2022-11-15,2.8
Madurai,2022-11-16,0.7
Madurai,2022-11-17,0.2
Madurai,2022-11-18,0.0
Madurai,2022-11-19,0.0
Madurai,2022-11-20,0.0
